OBW67823.1	OBW67823.1	2-HACID_DH
OBT40554.1	KFY87384.1	GOODBYE-LIKE
SCO89146.1	PMD39587.1	GOODBYE-LIKE
SCO89821.1	PMD39587.1	GOODBYE-LIKE
SCO90066.1	PMD39587.1	GOODBYE-LIKE
OBT39120.1	PMD39587.1	GOODBYE-LIKE
SCO90398.1	PMD39587.1	GOODBYE-LIKE
SCO90854.1	PMD39587.1	GOODBYE-LIKE
OBS22703.1	PMD39587.1	GOODBYE-LIKE
OBS29595.1	PMD39587.1	GOODBYE-LIKE
OBS29574.1	PMD39587.1	GOODBYE-LIKE
OBS29493.1	PMD39587.1	GOODBYE-LIKE
SCO91968.1	SCO91968.1	GOODBYE-LIKE
OBS26255.1	PMD39587.1	GOODBYE-LIKE
SCO92739.1	PMD39587.1	GOODBYE-LIKE
SCO92770.1	PMD39587.1	GOODBYE-LIKE
OBS23290.1	PMD39587.1	GOODBYE-LIKE
OBS23261.1	PMD39587.1	GOODBYE-LIKE
OBS23023.1	PMD39587.1	GOODBYE-LIKE
OBS22979.1	PMD39587.1	GOODBYE-LIKE
SCO91561.1	PMD39587.1	GOODBYE-LIKE
OBT64449.1	PMD39587.1	GOODBYE-LIKE
OAK97714.1	PMD39587.1	GOODBYE-LIKE
OAK95772.1	PMD39587.1	GOODBYE-LIKE
SPB49949.1	PMD39587.1	GOODBYE-LIKE
KZL74295.1	PMD39587.1	GOODBYE-LIKE
KZL73372.1	KZL73372.1	GOODBYE-LIKE
SPB50301.1	KFY87384.1	GOODBYE-LIKE
SPB50343.1	PMD39587.1	GOODBYE-LIKE
SPB51352.1	PMD39587.1	GOODBYE-LIKE
SPB51565.1	XP_025543303.1	GOODBYE-LIKE
SPB51748.1	PMD39587.1	GOODBYE-LIKE
SPB52273.1	XP_020119694.1	GOODBYE-LIKE
XP_001208604.1	PMD39587.1	GOODBYE-LIKE
XP_001209259.1	PMD39587.1	GOODBYE-LIKE
KZL70388.1	PMD39587.1	GOODBYE-LIKE
XP_001211992.1	PMD39587.1	GOODBYE-LIKE
KZL69927.1	PMD39587.1	GOODBYE-LIKE
XP_001212019.1	PMD39587.1	GOODBYE-LIKE
KZL68857.1	PMD39587.1	GOODBYE-LIKE
XP_001212663.1	PMD39587.1	GOODBYE-LIKE
XP_001212731.1	PMD39587.1	GOODBYE-LIKE
KZL67832.1	PMD39587.1	GOODBYE-LIKE
XP_001215590.1	PMD39587.1	GOODBYE-LIKE
XP_001217017.1	PMD39587.1	GOODBYE-LIKE
KZL74993.1	PMD39587.1	GOODBYE-LIKE
SPB48255.1	PMD39587.1	GOODBYE-LIKE
SPB47113.1	XP_025543303.1	GOODBYE-LIKE
KZL75948.1	PMD39587.1	GOODBYE-LIKE
KZN89445.1	PMD39587.1	GOODBYE-LIKE
KZN87288.1	PMD39587.1	GOODBYE-LIKE
KZN86406.1	XP_013276984.1	GOODBYE-LIKE
KZN85208.1	PMD39587.1	GOODBYE-LIKE
KZN84613.1	PMD39587.1	GOODBYE-LIKE
KZM28457.1	XP_013330503.1	GOODBYE-LIKE
PMD16172.1	PMD16172.1	GOODBYE-LIKE
KZM27407.1	PMD39587.1	GOODBYE-LIKE
PMD16288.1	XP_016624353.1	GOODBYE-LIKE
KZM21652.1	PMD39587.1	GOODBYE-LIKE
KZL66376.1	PMD39587.1	GOODBYE-LIKE
SMR60228.1	PMD39587.1	GOODBYE-LIKE
SMR60956.1	OTB04511.1	GOODBYE-LIKE
KZL84606.1	PMD39587.1	GOODBYE-LIKE
KZL84343.1	PMD39587.1	GOODBYE-LIKE
SMR63338.1	PMD39587.1	GOODBYE-LIKE
SMR64095.1	PYI07524.1	GOODBYE-LIKE
SMY28680.1	PMD39587.1	GOODBYE-LIKE
SPB42994.1	PMD39587.1	GOODBYE-LIKE
SPB45207.1	XP_025560671.1	GOODBYE-LIKE
SPB47041.1	PMD39587.1	GOODBYE-LIKE
KZL76331.1	XP_007804382.1	GOODBYE-LIKE
PMD16578.1	PMD39587.1	GOODBYE-LIKE
XP_001217231.1	PMD39587.1	GOODBYE-LIKE
XP_001217500.1	XP_009224635.1	GOODBYE-LIKE
XP_001219383.1	PMD39587.1	GOODBYE-LIKE
KXN90686.1	PMD39587.1	GOODBYE-LIKE
KXN87527.1	PMD39587.1	GOODBYE-LIKE
XP_001261617.1	PMD39587.1	GOODBYE-LIKE
PMD18939.1	PMD39587.1	GOODBYE-LIKE
XP_001261666.1	PMD39587.1	GOODBYE-LIKE
XP_001262684.1	PMD39587.1	GOODBYE-LIKE
PMD19259.1	PMD39587.1	GOODBYE-LIKE
XP_001262713.1	PMD39587.1	GOODBYE-LIKE
XP_001262923.1	PMD39587.1	GOODBYE-LIKE
KXJ92572.1	GAW22841.1	GOODBYE-LIKE
XP_001261197.1	PMD39587.1	GOODBYE-LIKE
PMD19463.1	PMD39587.1	GOODBYE-LIKE
XP_001265502.1	RAK81296.1	GOODBYE-LIKE
XP_001265556.1	PMD39587.1	GOODBYE-LIKE
KXJ88104.1	PMD39587.1	GOODBYE-LIKE
XP_001265657.1	PMD39587.1	GOODBYE-LIKE
XP_001267065.1	PMD39587.1	GOODBYE-LIKE
PMD19646.1	PMD39587.1	GOODBYE-LIKE
XP_001273505.1	PMD39587.1	GOODBYE-LIKE
XP_001388578.1	PMD39587.1	GOODBYE-LIKE
XP_001388664.2	CAK43596.1	GOODBYE-LIKE
XP_001389102.2	PMD39587.1	GOODBYE-LIKE
XP_001265323.1	PMD39587.1	GOODBYE-LIKE
KZN89462.1	PMD39587.1	GOODBYE-LIKE
XP_001258933.1	XP_001258933.1	GOODBYE-LIKE
XP_001258618.1	PMD39587.1	GOODBYE-LIKE
KZL63519.1	PMD39587.1	GOODBYE-LIKE
KYK62083.1	PMD39587.1	GOODBYE-LIKE
KXX82641.1	XP_013276984.1	GOODBYE-LIKE
KXX82636.1	GAW15650.1	GOODBYE-LIKE
KXX81175.1	PMD16172.1	GOODBYE-LIKE
XP_001222973.1	PMD39587.1	GOODBYE-LIKE
XP_001222999.1	PMD39587.1	GOODBYE-LIKE
KXX79186.1	PMD39587.1	GOODBYE-LIKE
XP_001223410.1	XP_001223410.1	GOODBYE-LIKE
KXX78699.1	PMD39587.1	GOODBYE-LIKE
XP_001258899.1	RFU34722.1	GOODBYE-LIKE
PMD17871.1	PMD39587.1	GOODBYE-LIKE
XP_001225856.1	PMD39587.1	GOODBYE-LIKE
XP_001226374.1	PMD39587.1	GOODBYE-LIKE
XP_001226470.1	XP_013330503.1	GOODBYE-LIKE
KXX76224.1	XP_018696811.1	GOODBYE-LIKE
KXX75528.1	PMD39587.1	GOODBYE-LIKE
XP_001228753.1	XP_001228753.1	GOODBYE-LIKE
KXX74057.1	PMD39587.1	GOODBYE-LIKE
XP_001229550.1	PMD39587.1	GOODBYE-LIKE
PMD18624.1	RFU34722.1	GOODBYE-LIKE
XP_001257510.1	PMD39587.1	GOODBYE-LIKE
XP_001225247.1	XP_001225247.1	GOODBYE-LIKE
KZN90727.1	PMD39587.1	GOODBYE-LIKE
SMR51702.1	SMR51702.1	GOODBYE-LIKE
KZN93691.1	PMD39587.1	GOODBYE-LIKE
SLM40742.1	PMD39587.1	GOODBYE-LIKE
PMD15728.1	PMD39587.1	GOODBYE-LIKE
KZZ94758.1	PMD39587.1	GOODBYE-LIKE
PMD15848.1	PMD39587.1	GOODBYE-LIKE
PVH68513.1	PVH68513.1	GOODBYE-LIKE
KZZ89183.1	KZZ89183.1	GOODBYE-LIKE
SMQ55015.1	PMD39587.1	GOODBYE-LIKE
PMD15893.1	XP_013267346.1	GOODBYE-LIKE
KZV76882.1	KZT25309.1	GOODBYE-LIKE
KZV76871.1	KZT25309.1	GOODBYE-LIKE
OAA35246.1	PMD39587.1	GOODBYE-LIKE
KZV76368.1	PMD39587.1	GOODBYE-LIKE
KZV75910.1	PMD39587.1	GOODBYE-LIKE
KZV73863.1	PMD39587.1	GOODBYE-LIKE
KZV72485.1	PMD39587.1	GOODBYE-LIKE
KZV72361.1	PMD39587.1	GOODBYE-LIKE
KZV72347.1	PMD39587.1	GOODBYE-LIKE
KZV71958.1	PMD39587.1	GOODBYE-LIKE
KZV70164.1	PMD39587.1	GOODBYE-LIKE
KZV70004.1	PMD39587.1	GOODBYE-LIKE
KZV68440.1	PMD39587.1	GOODBYE-LIKE
KZV67559.1	PMD39587.1	GOODBYE-LIKE
KZV76324.1	PMD39587.1	GOODBYE-LIKE
KZV67555.1	PMD39587.1	GOODBYE-LIKE
SLM39561.1	PMD39587.1	GOODBYE-LIKE
OAA42225.1	PMD39587.1	GOODBYE-LIKE
PMD14292.1	PMD39587.1	GOODBYE-LIKE
PMD14340.1	PMD14340.1	GOODBYE-LIKE
OAK95156.1	XP_016624353.1	GOODBYE-LIKE
OAA82015.1	PMD39587.1	GOODBYE-LIKE
OAA81975.1	PMD39587.1	GOODBYE-LIKE
SLM33653.1	PMD39587.1	GOODBYE-LIKE
OAA77529.1	PMD39587.1	GOODBYE-LIKE
SLM33949.1	PMD39587.1	GOODBYE-LIKE
OAA70165.1	PMD39587.1	GOODBYE-LIKE
OAA68779.1	PMD39587.1	GOODBYE-LIKE
OAA39035.1	XP_008601787.1	GOODBYE-LIKE
OAA64664.1	OAA64664.1	GOODBYE-LIKE
OAA60362.1	XP_013276984.1	GOODBYE-LIKE
SLM36124.1	PMD39587.1	GOODBYE-LIKE
OAA59021.1	PMD39587.1	GOODBYE-LIKE
OAA56715.1	XP_008601787.1	GOODBYE-LIKE
OAA53932.1	XP_013276984.1	GOODBYE-LIKE
SLM37267.1	SLM37267.1	GOODBYE-LIKE
OAA45962.1	PMD39587.1	GOODBYE-LIKE
OAA45492.1	PMD39587.1	GOODBYE-LIKE
OAA44513.1	OAA44513.1	GOODBYE-LIKE
OAA42824.1	OAA42824.1	GOODBYE-LIKE
SLM35735.1	PMD39587.1	GOODBYE-LIKE
PMD14051.1	PMD39587.1	GOODBYE-LIKE
KZV62942.1	PMD39587.1	GOODBYE-LIKE
KZV62638.1	PMD39587.1	GOODBYE-LIKE
KZP25176.1	PMD39587.1	GOODBYE-LIKE
KZP24445.1	KZP24445.1	GOODBYE-LIKE
KZP24437.1	KZP24445.1	GOODBYE-LIKE
KZP24417.1	KZP24417.1	GOODBYE-LIKE
KZP24358.1	KZP24358.1	GOODBYE-LIKE
KZP23284.1	KIM83468.1	GOODBYE-LIKE
KZP22903.1	PMD39587.1	GOODBYE-LIKE
KZP20235.1	KZP20235.1	GOODBYE-LIKE
KZP18910.1	PMD39587.1	GOODBYE-LIKE
KZP17876.1	KZP17876.1	GOODBYE-LIKE
KZP27171.1	PMD39587.1	GOODBYE-LIKE
KZP16008.1	PMD39587.1	GOODBYE-LIKE
KZP13696.1	KZP13696.1	GOODBYE-LIKE
KZP13535.1	KZP13696.1	GOODBYE-LIKE
KZP11375.1	PMD39587.1	GOODBYE-LIKE
KZP11346.1	PMD39587.1	GOODBYE-LIKE
KZP11332.1	PMD39587.1	GOODBYE-LIKE
KZP10825.1	PMD39587.1	GOODBYE-LIKE
KZP08930.1	KZP13696.1	GOODBYE-LIKE
KZP06441.1	XP_007392644.1	GOODBYE-LIKE
KZP05320.1	KZP05320.1	GOODBYE-LIKE
GAW17393.1	PMD39587.1	GOODBYE-LIKE
KZP15967.1	PMD39587.1	GOODBYE-LIKE
KZV62765.1	PMD39587.1	GOODBYE-LIKE
KZP30747.1	PMD39587.1	GOODBYE-LIKE
KZS87696.1	PMD39587.1	GOODBYE-LIKE
KZV62026.1	PMD39587.1	GOODBYE-LIKE
KZV61419.1	PMD39587.1	GOODBYE-LIKE
KZV60933.1	PMD39587.1	GOODBYE-LIKE
KZV60305.1	PMD39587.1	GOODBYE-LIKE
KZV60303.1	PMD39587.1	GOODBYE-LIKE
KZV60176.1	PMD39587.1	GOODBYE-LIKE
KZV59812.1	PMD39587.1	GOODBYE-LIKE
KZV59419.1	PMD39587.1	GOODBYE-LIKE
KZV59361.1	PMD39587.1	GOODBYE-LIKE
KZT54162.1	PMD39587.1	GOODBYE-LIKE
KZP33353.1	XP_007392644.1	GOODBYE-LIKE
KZT54152.1	KZT54152.1	GOODBYE-LIKE
PMD15918.1	PMD39587.1	GOODBYE-LIKE
KZT39380.1	PMD39587.1	GOODBYE-LIKE
KZT34679.1	PMD39587.1	GOODBYE-LIKE
KZT34390.1	PMD39587.1	GOODBYE-LIKE
KZT34196.1	PMD39587.1	GOODBYE-LIKE
KZS95528.1	PMD39587.1	GOODBYE-LIKE
KZS94298.1	PMD39587.1	GOODBYE-LIKE
KZS91283.1	PMD39587.1	GOODBYE-LIKE
KZS88515.1	PMD39587.1	GOODBYE-LIKE
KZS88473.1	PMD39587.1	GOODBYE-LIKE
KZT41000.1	PMD39587.1	GOODBYE-LIKE
OJJ75285.1	PMD39587.1	GOODBYE-LIKE
SCO31163.1	PMD39587.1	GOODBYE-LIKE
SCO27239.1	XP_013330503.1	GOODBYE-LIKE
PKK46896.1	PMD39587.1	GOODBYE-LIKE
OJD11177.1	RFU34722.1	GOODBYE-LIKE
OJD10865.1	OJD10865.1	GOODBYE-LIKE
RDW71007.1	PMD39587.1	GOODBYE-LIKE
PKK47261.1	PMD39587.1	GOODBYE-LIKE
RDW72196.1	PMD39587.1	GOODBYE-LIKE
RDW72765.1	PMD39587.1	GOODBYE-LIKE
RDW73419.1	RDW73419.1	GOODBYE-LIKE
RDW73430.1	PMD39587.1	GOODBYE-LIKE
PKK47848.1	PMD39587.1	GOODBYE-LIKE
OIW30145.1	OIW30145.1	GOODBYE-LIKE
OIW29244.1	PYI07524.1	GOODBYE-LIKE
OIW28676.1	XP_013276984.1	GOODBYE-LIKE
OIW28320.1	PMD39587.1	GOODBYE-LIKE
OIW27529.1	OIW27529.1	GOODBYE-LIKE
RDW75661.1	RDW75661.1	GOODBYE-LIKE
OIW26601.1	PMD39587.1	GOODBYE-LIKE
OIW26474.1	PMD39587.1	GOODBYE-LIKE
RDW76816.1	PMD39587.1	GOODBYE-LIKE
PVH82345.1	PMD39587.1	GOODBYE-LIKE
RDW77538.1	PMD39587.1	GOODBYE-LIKE
RDW70893.1	PMD39587.1	GOODBYE-LIKE
RDW70685.1	RAK81296.1	GOODBYE-LIKE
OJD14083.1	PMD39587.1	GOODBYE-LIKE
OJD18304.1	PMD39587.1	GOODBYE-LIKE
OJI82825.1	PMD39587.1	GOODBYE-LIKE
OJI82782.1	PMD39587.1	GOODBYE-LIKE
OJI82141.1	PMD39587.1	GOODBYE-LIKE
OJI81975.1	PMD39587.1	GOODBYE-LIKE
RDW66363.1	PMD39587.1	GOODBYE-LIKE
OJI81520.1	PMD39587.1	GOODBYE-LIKE
OJI81247.1	PMD39587.1	GOODBYE-LIKE
OJI80486.1	PMD39587.1	GOODBYE-LIKE
OJI79582.1	PMD39587.1	GOODBYE-LIKE
OJI79550.1	XP_025560671.1	GOODBYE-LIKE
RDW79331.1	PMD39587.1	GOODBYE-LIKE
OJI79396.1	RAK81296.1	GOODBYE-LIKE
RDW67382.1	CZR55503.1	GOODBYE-LIKE
OJD28057.1	PMD39587.1	GOODBYE-LIKE
RDW68744.1	PMD39587.1	GOODBYE-LIKE
OJD26863.1	PMD39587.1	GOODBYE-LIKE
OJD26052.1	PMD39587.1	GOODBYE-LIKE
RDW68838.1	PMD39587.1	GOODBYE-LIKE
OJD24026.1	RFU34722.1	GOODBYE-LIKE
OJD22264.1	OJD22264.1	GOODBYE-LIKE
OJD19429.1	PMD39587.1	GOODBYE-LIKE
OJD19086.1	PMD39587.1	GOODBYE-LIKE
RDW67055.1	XP_013276984.1	GOODBYE-LIKE
OIW24490.1	XP_009224635.1	GOODBYE-LIKE
OIW23631.1	PMD39587.1	GOODBYE-LIKE
RDW81310.1	PMD39587.1	GOODBYE-LIKE
RFN43409.1	PMD39587.1	GOODBYE-LIKE
OCT46177.1	PMD39587.1	GOODBYE-LIKE
OCT45627.1	PMD39587.1	GOODBYE-LIKE
RFN43630.1	PMD39587.1	GOODBYE-LIKE
OCL12159.1	PMD39587.1	GOODBYE-LIKE
OCL11999.1	PMD39587.1	GOODBYE-LIKE
OCL11922.1	PMD39587.1	GOODBYE-LIKE
OCL11473.1	PMD39587.1	GOODBYE-LIKE
RFN43684.1	PMD39587.1	GOODBYE-LIKE
PVH81019.1	PVH81019.1	GOODBYE-LIKE
RFN43161.1	PMD39587.1	GOODBYE-LIKE
OCL10848.1	PMD39587.1	GOODBYE-LIKE
OCL09419.1	PMD39587.1	GOODBYE-LIKE
RFN45007.1	PMD39587.1	GOODBYE-LIKE
OCL09098.1	PMD39587.1	GOODBYE-LIKE
OCL08397.1	PMD39587.1	GOODBYE-LIKE
OCL08347.1	PMD39587.1	GOODBYE-LIKE
RFN45421.1	PMD39587.1	GOODBYE-LIKE
OCL07871.1	PMD39587.1	GOODBYE-LIKE
OCL07799.1	PMD39587.1	GOODBYE-LIKE
OCL07139.1	PMD39587.1	GOODBYE-LIKE
RFN45714.1	PMD39587.1	GOODBYE-LIKE
OCL10787.1	XP_018696811.1	GOODBYE-LIKE
OJI83029.1	XP_025543303.1	GOODBYE-LIKE
RFN42289.1	PMD39587.1	GOODBYE-LIKE
ODA81320.1	PMD39587.1	GOODBYE-LIKE
OHX00973.1	PMD39587.1	GOODBYE-LIKE
PKK48695.1	PMD39587.1	GOODBYE-LIKE
PKK48953.1	PMD39587.1	GOODBYE-LIKE
RDW84032.1	PMD39587.1	GOODBYE-LIKE
RDW84236.1	XP_009224635.1	GOODBYE-LIKE
RDW85274.1	PMD39587.1	GOODBYE-LIKE
OHW95573.1	PMD39587.1	GOODBYE-LIKE
RDW85285.1	OJD10865.1	GOODBYE-LIKE
RDW85731.1	PMD39587.1	GOODBYE-LIKE
OHW91558.1	PMD39587.1	GOODBYE-LIKE
PKK50146.1	RFU34722.1	GOODBYE-LIKE
PKK49075.1	PMD39587.1	GOODBYE-LIKE
RDW90064.1	PMD39587.1	GOODBYE-LIKE
PKK49116.1	PMD39587.1	GOODBYE-LIKE
RDW90610.1	OMP82705.1	GOODBYE-LIKE
RDW90658.1	PMD39587.1	GOODBYE-LIKE
PKK49279.1	OCK89271.1	GOODBYE-LIKE
ODM17788.1	PMD39587.1	GOODBYE-LIKE
ODM17235.1	PMD39587.1	GOODBYE-LIKE
ODM17018.1	XP_013276984.1	GOODBYE-LIKE
RDW93391.1	XP_009224635.1	GOODBYE-LIKE
ODH26262.1	PMD39587.1	GOODBYE-LIKE
ODM23012.1	PMD39587.1	GOODBYE-LIKE
OJI83267.1	PMD39587.1	GOODBYE-LIKE
RDW66000.1	PMD39587.1	GOODBYE-LIKE
OJI83882.1	PMD39587.1	GOODBYE-LIKE
OJJ62333.1	RAK81296.1	GOODBYE-LIKE
OJJ61018.1	PMD39587.1	GOODBYE-LIKE
OJJ60340.1	PMD39587.1	GOODBYE-LIKE
OJJ60318.1	RFU34722.1	GOODBYE-LIKE
PIG88987.1	XP_013276984.1	GOODBYE-LIKE
PIG89114.1	PMD39587.1	GOODBYE-LIKE
RDL36550.1	XP_008078819.1	GOODBYE-LIKE
PIG89297.1	PMD39587.1	GOODBYE-LIKE
OJJ56543.1	PMD39587.1	GOODBYE-LIKE
PIG89317.1	PMD39587.1	GOODBYE-LIKE
OJJ62671.1	XP_013276984.1	GOODBYE-LIKE
OJJ55475.1	XP_013276984.1	GOODBYE-LIKE
OJJ55440.1	PMD39587.1	GOODBYE-LIKE
OJJ54690.1	PMD39587.1	GOODBYE-LIKE
OJJ53431.1	PMD39587.1	GOODBYE-LIKE
PIG90131.1	PMD39587.1	GOODBYE-LIKE
PVH88665.1	PMD39587.1	GOODBYE-LIKE
OJJ52519.1	OJJ52519.1	GOODBYE-LIKE
OJJ40138.1	PMD39587.1	GOODBYE-LIKE
OJJ40118.1	PMD39587.1	GOODBYE-LIKE
RDW56366.1	RFU34722.1	GOODBYE-LIKE
OJJ38175.1	PMD39587.1	GOODBYE-LIKE
RDL38798.1	XP_016644725.1	GOODBYE-LIKE
RDW56452.1	RFU34722.1	GOODBYE-LIKE
RDL33215.1	PMD39587.1	GOODBYE-LIKE
RDL33002.1	RDL33002.1	GOODBYE-LIKE
RDK46072.1	RDK46072.1	GOODBYE-LIKE
OJJ74462.1	PMD39587.1	GOODBYE-LIKE
RDK46430.1	CAK43596.1	GOODBYE-LIKE
RDK46514.1	PMD39587.1	GOODBYE-LIKE
OJJ72655.1	XP_025543303.1	GOODBYE-LIKE
OJJ72571.1	PMD39587.1	GOODBYE-LIKE
RDK47140.1	PMD39587.1	GOODBYE-LIKE
OJJ70220.1	PMD39587.1	GOODBYE-LIKE
OJJ70173.1	PMD39587.1	GOODBYE-LIKE
OJJ68820.1	PMD39587.1	GOODBYE-LIKE
RDL33053.1	PMD39587.1	GOODBYE-LIKE
OJJ68072.1	PMD39587.1	GOODBYE-LIKE
OJJ67706.1	PMD39587.1	GOODBYE-LIKE
PIG87801.1	PMD39587.1	GOODBYE-LIKE
OJJ66976.1	RAK81296.1	GOODBYE-LIKE
RDL30658.1	PMD39587.1	GOODBYE-LIKE
OJJ66823.1	XP_025560671.1	GOODBYE-LIKE
OJJ66394.1	PMD39587.1	GOODBYE-LIKE
OJJ66295.1	PMD39587.1	GOODBYE-LIKE
RDL30832.1	PMD39587.1	GOODBYE-LIKE
OJJ65577.1	PMD39587.1	GOODBYE-LIKE
OJJ65575.1	PMD39587.1	GOODBYE-LIKE
RDL30188.1	RDL30188.1	GOODBYE-LIKE
OCL06718.1	RFU34722.1	GOODBYE-LIKE
OJJ37878.1	OJJ37878.1	GOODBYE-LIKE
OJJ33906.1	PMD39587.1	GOODBYE-LIKE
OJJ03005.1	PMD39587.1	GOODBYE-LIKE
RDW59139.1	PMD39587.1	GOODBYE-LIKE
RDW60319.1	XP_009224635.1	GOODBYE-LIKE
RDW62024.1	PMD39587.1	GOODBYE-LIKE
RDW62068.1	PMD39587.1	GOODBYE-LIKE
PKK44900.1	PMD39587.1	GOODBYE-LIKE
PVH83873.1	PMD39587.1	GOODBYE-LIKE
PKK45768.1	PMD39587.1	GOODBYE-LIKE
RDW62396.1	PMD39587.1	GOODBYE-LIKE
PVH83786.1	PMD39587.1	GOODBYE-LIKE
PVH85000.1	PVH85000.1	GOODBYE-LIKE
OJI91331.1	XP_020119694.1	GOODBYE-LIKE
RDW64353.1	PMD39587.1	GOODBYE-LIKE
OJI88606.1	PMD39587.1	GOODBYE-LIKE
OJI88565.1	PMD39587.1	GOODBYE-LIKE
OJI87864.1	PMD39587.1	GOODBYE-LIKE
PKK46107.1	PMD39587.1	GOODBYE-LIKE
OJI87302.1	PMD39587.1	GOODBYE-LIKE
OJI87202.1	CAK43596.1	GOODBYE-LIKE
OJI85059.1	PMD39587.1	GOODBYE-LIKE
RDW65768.1	PMD39587.1	GOODBYE-LIKE
OJI83991.1	XP_025463718.1	GOODBYE-LIKE
RDW63670.1	PMD39587.1	GOODBYE-LIKE
OJJ36220.1	PMD39587.1	GOODBYE-LIKE
OJJ04021.1	PMD39587.1	GOODBYE-LIKE
PKK43595.1	PMD39587.1	GOODBYE-LIKE
OJJ33735.1	PMD39587.1	GOODBYE-LIKE
RDW56499.1	PMD39587.1	GOODBYE-LIKE
RDW56669.1	PMD39587.1	GOODBYE-LIKE
OJJ32260.1	PMD39587.1	GOODBYE-LIKE
OJJ32237.1	PMD39587.1	GOODBYE-LIKE
OJJ31951.1	PMD39587.1	GOODBYE-LIKE
OJJ31429.1	PMD39587.1	GOODBYE-LIKE
OJJ31332.1	PMD39587.1	GOODBYE-LIKE
OJJ30091.1	PMD39587.1	GOODBYE-LIKE
OJJ29935.1	PMD39587.1	GOODBYE-LIKE
OJJ04439.1	PMD39587.1	GOODBYE-LIKE
OJJ29775.1	PMD39587.1	GOODBYE-LIKE
RDW56912.1	PMD39587.1	GOODBYE-LIKE
PVH85119.1	PMD39587.1	GOODBYE-LIKE
PKK42211.1	PMD39587.1	GOODBYE-LIKE
PKK42810.1	PMD39587.1	GOODBYE-LIKE
OJJ07479.1	PMD39587.1	GOODBYE-LIKE
RDW57470.1	PMD39587.1	GOODBYE-LIKE
OJJ06515.1	PMD39587.1	GOODBYE-LIKE
RDW58286.1	XP_013276984.1	GOODBYE-LIKE
RDW58400.1	PMD39587.1	GOODBYE-LIKE
RDW58456.1	RDW58456.1	GOODBYE-LIKE
OJJ29741.1	PMD39587.1	GOODBYE-LIKE
SCO31075.1	PMD39587.1	GOODBYE-LIKE
OCL06693.1	PMD39587.1	GOODBYE-LIKE
OCL05557.1	PMD39587.1	GOODBYE-LIKE
PLN77180.1	XP_024736833.1	GOODBYE-LIKE
OCK72951.1	PMD39587.1	GOODBYE-LIKE
PVH73248.1	PNP49963.1	GOODBYE-LIKE
OCK72892.1	PMD39587.1	GOODBYE-LIKE
PVH71957.1	PMD39587.1	GOODBYE-LIKE
PVH71621.1	PMD39587.1	GOODBYE-LIKE
PLN79858.1	XP_020128582.1	GOODBYE-LIKE
OCH94796.1	PMD39587.1	GOODBYE-LIKE
OCH92518.1	PMD39587.1	GOODBYE-LIKE
OCH87563.1	PMD39587.1	GOODBYE-LIKE
OCB91439.1	PMD39587.1	GOODBYE-LIKE
OCB88631.1	PMD39587.1	GOODBYE-LIKE
OCB88544.1	OCB88544.1	GOODBYE-LIKE
OCB87982.1	OCB87982.1	GOODBYE-LIKE
OCB85297.1	PMD39587.1	GOODBYE-LIKE
OCB85296.1	PMD39587.1	GOODBYE-LIKE
PVH71411.1	PVH71411.1	GOODBYE-LIKE
RFU33960.1	PMD39587.1	GOODBYE-LIKE
OBW64840.1	PMD39587.1	GOODBYE-LIKE
OBW64509.1	PMD39587.1	GOODBYE-LIKE
RFU34097.1	PMD39587.1	GOODBYE-LIKE
OCK73003.1	PMD39587.1	GOODBYE-LIKE
PVH74917.1	KLU83344.1	GOODBYE-LIKE
PVH74989.1	PMD24302.1	GOODBYE-LIKE
OCK73445.1	PMD39587.1	GOODBYE-LIKE
OCK79032.1	PMD39587.1	GOODBYE-LIKE
OCK78869.1	PMD39587.1	GOODBYE-LIKE
RFU30293.1	PMD39587.1	GOODBYE-LIKE
OCK77585.1	PMD39587.1	GOODBYE-LIKE
OCK76743.1	PMD39587.1	GOODBYE-LIKE
OCK76478.1	PMD39587.1	GOODBYE-LIKE
OCK76384.1	XP_018696811.1	GOODBYE-LIKE
OCK76290.1	PMD39587.1	GOODBYE-LIKE
OCK75793.1	PMD35782.1	GOODBYE-LIKE
PKS08099.1	EXM08574.1	GOODBYE-LIKE
OBU00336.2	PMD39587.1	GOODBYE-LIKE
OCK75173.1	PMD39587.1	GOODBYE-LIKE
PVH76933.1	PMD39587.1	GOODBYE-LIKE
RFU30827.1	XP_013276984.1	GOODBYE-LIKE
RFU31487.1	PMD39587.1	GOODBYE-LIKE
PVH75975.1	PMD39587.1	GOODBYE-LIKE
PKS11061.1	PMD39587.1	GOODBYE-LIKE
OCK74155.1	PMD39587.1	GOODBYE-LIKE
PKS11690.1	PMD39587.1	GOODBYE-LIKE
OCK73496.1	PMD39587.1	GOODBYE-LIKE
PKS12340.1	PMD39587.1	GOODBYE-LIKE
OCK73447.1	PMD39587.1	GOODBYE-LIKE
OCK75162.1	PMD39587.1	GOODBYE-LIKE
RFU34720.1	PMD39587.1	GOODBYE-LIKE
RFU34722.1	RFU34722.1	GOODBYE-LIKE
RFU35207.1	PMD39587.1	GOODBYE-LIKE
SCN82203.1	PMD39587.1	GOODBYE-LIKE
SCN83041.1	PMD39587.1	GOODBYE-LIKE
SCN87235.1	PMD39587.1	GOODBYE-LIKE
SCN88095.1	PMD39587.1	GOODBYE-LIKE
SCN92765.1	PMD39587.1	GOODBYE-LIKE
SCN98916.1	PMD39587.1	GOODBYE-LIKE
