SJL16168.1	SJL16168.1
RFN52462.1	PKK47276.1
RFN52462.1	PTB75529.1
RFN52462.1	XP_024749455.1
RFN52462.1	XP_006968811.1
RFN52462.1	XP_007689546.1
RFN52462.1	XP_007691506.1
RFN52462.1	XP_007706070.1
RFN52462.1	OCK87252.1
RFN52462.1	OSS43276.1
RFN52462.1	OSS45183.1
RFN52462.1	XP_007683684.1
RFN52462.1	XP_007716453.1
RFN52462.1	XP_007803847.1
RFN52462.1	XP_014074001.1
RFN52462.1	XP_014558524.1
RFN52462.1	XP_007730334.1
RFN52462.1	XP_007734857.1
RFN52462.1	XP_007735532.1
RFN52462.1	XP_007742118.1
RFN52462.1	XP_016240961.1
RFN52462.1	XP_007743872.1
RFN52462.1	XP_016617744.1
RFN52462.1	XP_007746985.1
RFN52462.1	XP_013285327.1
RFN52462.1	XP_016254969.1
RFN52462.1	XP_016616672.1
RFN52462.1	XP_016636262.1
RFN52462.1	XP_022504925.1
RFN52462.1	XP_022513976.1
RFN52462.1	XP_007748715.1
RFN52462.1	XP_007785629.1
RFN52462.1	XP_007786286.1
RFN52462.1	XP_007786371.1
RFN52462.1	XP_007786699.1
RFN52462.1	XP_007786876.1
RFN52462.1	XP_007787457.1
RFN52462.1	CEL08594.1
RFN52462.1	XP_007804924.1
RFN52462.1	XP_007799856.1
RFN52462.1	XP_007800186.1
RFN52462.1	XP_007800595.1
RFN52462.1	XP_007801693.1
RFN52462.1	XP_007804988.1
RFN52462.1	XP_007801839.1
RFN52462.1	XP_007801842.1
RFN52462.1	XP_007802035.1
RFN52462.1	XP_007803045.1
RFN52462.1	XP_007803897.1
RFN52462.1	XP_007803934.1
RFN52462.1	XP_007804533.1
RFN52462.1	XP_007805425.1
RFN52462.1	XP_007787006.1
RFN52462.1	XP_007805560.1
RFN52462.1	XP_007806540.1
RFN52462.1	XP_007809124.1
RFN52462.1	XP_007809597.1
RFN52462.1	CEJ93014.1
RFN52462.1	EIT79948.1
RFN52462.1	ETR96942.1
RFN52462.1	GAM42216.1
RFN52462.1	GAM43022.1
RFN52462.1	GAO88040.1
RFN52462.1	KFG77466.1
RFN52462.1	KJK73962.1
RFN52462.1	KJK86072.1
RFN52462.1	KMK62754.1
RFN52462.1	KUL81430.1
RFN52462.1	KUL82611.1
RFN52462.1	OQD66277.1
RFN52462.1	OQD84468.1
RFN52462.1	OQE08687.1
RFN52462.1	OTA00924.1
RFN52462.1	OXN26565.1
RFN52462.1	PGH35415.1
RFN52462.1	PIG84613.1
RFN52462.1	RAO71519.1
RFN52462.1	RAO74085.1
RFN52462.1	RFU74295.1
RFN52462.1	XP_001265420.1
RFN52462.1	XP_002339929.1
RFN52462.1	XP_002340770.1
RFN52462.1	XP_002481247.1
RFN52462.1	XP_002488779.1
RFN52462.1	XP_014539474.1
RFN52462.1	XP_018135995.1
RFN52462.1	XP_018136445.1
RFN52462.1	XP_022395378.1
RFN52462.1	XP_022482358.1
RFN52462.1	XP_022482720.1
RFN52462.1	XP_022489187.1
RFN52462.1	XP_024673075.1
RFN52462.1	XP_024682301.1
RFN52462.1	XP_025388356.1
RFN52462.1	XP_007814822.1
RFN52462.1	XP_007817257.2
RFN52462.1	EXU99026.1
RFN52462.1	KID98429.1
RFN52462.1	KJK81271.1
RFN52462.1	XP_007806929.1
RFN52462.1	XP_014542934.1
RFN52462.1	XP_007817862.2
RFN52462.1	EXU98240.1
RFN52462.1	XP_007825256.1
RFN52462.1	KFG80441.1
RFN52462.1	KID89977.1
RFN52462.1	KIE01448.1
RFN52462.1	KJK82687.1
RFN52462.1	OAA47074.1
RFN52462.1	XP_014542741.1
RFN52462.1	XP_007829167.1
RFN52462.1	XP_007829495.1
RFN52462.1	XP_007829709.1
RFN52462.1	XP_007831331.1
RFN52462.1	XP_007831403.1
RFN52462.1	XP_007834265.1
RFN52462.1	XP_007835118.1
RFN52462.1	XP_007835536.1
RFN52462.1	XP_007837628.1
RFN52462.1	XP_007837699.1
RFN52462.1	XP_007838004.1
RFN52462.1	XP_007838492.1
RFN52462.1	XP_007840224.1
RFN52462.1	XP_007919668.1
RFN52462.1	XP_008090055.1
RFN52462.1	XP_008094839.1
RFN52462.1	XP_008603234.1
RFN52462.1	CEJ80058.1
RFN52462.1	XP_008713843.1
RFN52462.1	XP_009216018.1
RFN52462.1	XP_009222906.1
RFN52462.1	XP_009223919.1
RFN52462.1	XP_009227140.1
RFN52462.1	XP_009228501.1
RFN52462.1	XP_009228663.1
RFN52462.1	XP_009229753.1
RFN52462.1	XP_009229767.1
RFN52462.1	XP_009229769.1
RFN52462.1	XP_009229551.1
RFN52462.1	XP_009229755.1
RFN52462.1	XP_009229756.1
RFN52462.1	XP_009229770.1
RFN52462.1	XP_010759566.1
RFN52462.1	XP_011116987.1
RFN52462.1	XP_011117023.1
RFN52462.1	XP_011117043.1
RFN52462.1	XP_011118109.1
RFN52462.1	XP_011118155.1
RFN52462.1	XP_011118183.1
RFN52462.1	XP_011118194.1
RFN52462.1	XP_011118202.1
RFN52462.1	XP_011118632.1
RFN52462.1	XP_011119135.1
RFN52462.1	XP_011119364.1
RFN52462.1	XP_011119937.1
RFN52462.1	XP_011120063.1
RFN52462.1	XP_011120693.1
RFN52462.1	XP_011120760.1
RFN52462.1	XP_011121111.1
RFN52462.1	XP_011121738.1
RFN52462.1	XP_011121960.1
RFN52462.1	XP_011122347.1
RFN52462.1	XP_011122440.1
RFN52462.1	XP_011122515.1
RFN52462.1	XP_011122636.1
RFN52462.1	XP_011122686.1
RFN52462.1	XP_011123026.1
RFN52462.1	XP_011124636.1
RFN52462.1	XP_011125058.1
RFN52462.1	XP_011125504.1
RFN52462.1	XP_011125505.1
RFN52462.1	XP_011125616.1
RFN52462.1	XP_011125751.1
RFN52462.1	XP_011125756.1
RFN52462.1	XP_011126046.1
RFN52462.1	XP_011126048.1
RFN52462.1	XP_011126507.1
RFN52462.1	XP_011126714.1
RFN52462.1	XP_011126750.1
RFN52462.1	XP_011127309.1
RFN52462.1	XP_011128163.1
RFN52462.1	XP_011128164.1
RFN52462.1	XP_011321087.1
RFN52462.1	XP_013254534.1
RFN52462.1	XP_013256096.1
RFN52462.1	XP_013256664.1
RFN52462.1	XP_013259864.1
RFN52462.1	XP_013262229.1
RFN52462.1	XP_013262371.1
RFN52462.1	XP_013263765.1
RFN52462.1	XP_013268285.1
RFN52462.1	XP_013272437.1
RFN52462.1	XP_022501816.1
RFN52462.1	XP_013269814.1
RFN52462.1	XP_013270181.1
RFN52462.1	XP_013271763.1
RFN52462.1	XP_013319400.1
RFN52462.1	XP_013272285.1
RFN52462.1	XP_013272747.1
RFN52462.1	XP_013274154.1
RFN52462.1	XP_013274470.1
RFN52462.1	XP_013275219.1
RFN52462.1	XP_013276465.1
RFN52462.1	XP_013277448.1
RFN52462.1	XP_013277598.1
RFN52462.1	XP_013286470.1
RFN52462.1	XP_016251505.1
RFN52462.1	XP_022499288.1
RFN52462.1	XP_022505749.1
RFN52462.1	XP_013313116.1
RFN52462.1	XP_013320517.1
RFN52462.1	XP_013321265.1
RFN52462.1	XP_007737829.1
RFN52462.1	XP_013268741.1
RFN52462.1	XP_013326382.1
RFN52462.1	XP_013423737.1
RFN52462.1	XP_013940305.1
RFN52462.1	RFU79266.1
RFN52462.1	XP_024405830.1
RFN52462.1	XP_013941295.1
RFN52462.1	XP_013941335.1
RFN52462.1	XP_013944145.1
RFN52462.1	XP_024404809.1
RFN52462.1	XP_013944716.1
RFN52462.1	XP_013945024.1
RFN52462.1	XP_013946796.1
RFN52462.1	XP_013948463.1
RFN52462.1	XP_013950354.1
RFN52462.1	XP_013951090.1
RFN52462.1	XP_013951826.1
RFN52462.1	XP_013951972.1
RFN52462.1	XP_013952344.1
RFN52462.1	XP_013952715.1
RFN52462.1	XP_013952991.1
RFN52462.1	XP_013953466.1
RFN52462.1	XP_013954018.1
RFN52462.1	XP_013961663.1
RFN52462.1	XP_013954632.1
RFN52462.1	XP_013954757.1
RFN52462.1	KKP07655.1
RFN52462.1	XP_013955064.1
RFN52462.1	XP_024406100.1
RFN52462.1	XP_013955360.1
RFN52462.1	XP_013957268.1
RFN52462.1	XP_013958192.1
RFN52462.1	XP_013958574.1
RFN52462.1	XP_013959328.1
RFN52462.1	XP_013961258.1
RFN52462.1	XP_014073018.1
RFN52462.1	XP_014077906.1
RFN52462.1	XP_014543393.1
RFN52462.1	XP_014557078.1
RFN52462.1	XP_007717835.1
RFN52462.1	XP_014558321.1
RFN52462.1	XP_007713449.1
RFN52462.1	XP_014561660.1
RFN52462.1	XP_014077508.1
RFN52462.1	XP_015402303.1
RFN52462.1	XP_015404926.1
RFN52462.1	XP_015408436.1
RFN52462.1	XP_022392871.1
RFN52462.1	XP_015412247.1
RFN52462.1	XP_015703509.1
RFN52462.1	EEH19382.1
RFN52462.1	XP_016224281.1
RFN52462.1	XP_016231021.1
RFN52462.1	XP_016233281.1
RFN52462.1	XP_016245042.1
RFN52462.1	XP_013268953.1
RFN52462.1	XP_018690257.1
RFN52462.1	XP_016248225.1
RFN52462.1	XP_016248732.1
RFN52462.1	XP_016252489.1
RFN52462.1	OQV03704.1
RFN52462.1	XP_016594302.1
RFN52462.1	KGO36599.1
RFN52462.1	XP_016597133.1
RFN52462.1	XP_016615212.1
RFN52462.1	OQV11248.1
RFN52462.1	XP_016242199.1
RFN52462.1	XP_016615277.1
RFN52462.1	XP_007745170.1
RFN52462.1	XP_018690964.1
RFN52462.1	XP_016618469.1
RFN52462.1	XP_016620658.1
RFN52462.1	KLJ05924.1
RFN52462.1	XP_007747961.1
RFN52462.1	XP_016628110.1
RFN52462.1	OAL19334.1
RFN52462.1	XP_013314088.1
RFN52462.1	XP_016629284.1
RFN52462.1	XP_016638804.1
RFN52462.1	XP_016639839.1
RFN52462.1	XP_016640843.1
RFN52462.1	XP_017994306.1
RFN52462.1	XP_018136577.2
RFN52462.1	XP_018137611.1
RFN52462.1	XP_018137877.1
RFN52462.1	XP_018138175.1
RFN52462.1	XP_018138305.1
RFN52462.1	XP_018138333.1
RFN52462.1	XP_018139296.1
RFN52462.1	XP_018143917.1
RFN52462.1	XP_018144420.1
RFN52462.1	XP_018144664.1
RFN52462.1	XP_018146224.1
RFN52462.1	XP_018147997.1
RFN52462.1	XP_018655995.1
RFN52462.1	XP_018661848.1
RFN52462.1	PNP42156.1
RFN52462.1	XP_018662695.1
RFN52462.1	XP_018665268.1
RFN52462.1	XP_018665512.2
RFN52462.1	XP_013943015.1
RFN52462.1	XP_018688527.1
RFN52462.1	XP_018691703.1
RFN52462.1	XP_018753135.1
RFN52462.1	EGU82623.1
RFN52462.1	EMT66527.1
RFN52462.1	ENH67052.1
RFN52462.1	EWZ01024.1
RFN52462.1	EWZ47058.1
RFN52462.1	EWZ82223.1
RFN52462.1	EXA43365.1
RFN52462.1	EXK91790.1
RFN52462.1	EXM02679.1
RFN52462.1	PCD42363.1
RFN52462.1	RBR01551.1
RFN52462.1	SCO81364.1
RFN52462.1	XP_018238610.1
RFN52462.1	XP_018753137.1
RFN52462.1	XP_018754837.1
RFN52462.1	KLO91782.1
RFN52462.1	KLO99308.1
RFN52462.1	KLP06400.1
RFN52462.1	PNP74430.1
RFN52462.1	RBQ74161.1
RFN52462.1	RBQ96319.1
RFN52462.1	RBR19282.1
RFN52462.1	SCO06609.1
RFN52462.1	SCO44983.1
RFN52462.1	SCO57561.1
RFN52462.1	SCV48518.1
RFN52462.1	SCV48648.1
RFN52462.1	XP_023437147.1
RFN52462.1	XP_018756249.1
RFN52462.1	SCV30566.1
RFN52462.1	XP_020051406.1
RFN52462.1	XP_020130369.1
RFN52462.1	XP_022283956.1
RFN52462.1	XP_022284457.1
RFN52462.1	XP_022284974.1
RFN52462.1	XP_018139208.1
RFN52462.1	XP_022390274.1
RFN52462.1	XP_022390970.1
RFN52462.1	KOC12195.1
RFN52462.1	PIG85597.1
RFN52462.1	RAQ66144.1
RFN52462.1	XP_022391083.1
RFN52462.1	XP_022392471.1
RFN52462.1	XP_022393724.1
RFN52462.1	XP_022396297.1
RFN52462.1	XP_022397012.1
RFN52462.1	XP_022399344.1
RFN52462.1	XP_022402618.1
RFN52462.1	XP_022402767.1
RFN52462.1	XP_022405012.1
RFN52462.1	XP_024702389.1
RFN52462.1	XP_022474432.1
RFN52462.1	XP_022480891.1
RFN52462.1	CCF42589.1
RFN52462.1	EXF77001.1
RFN52462.1	KXH50616.1
RFN52462.1	XP_018152599.1
RFN52462.1	XP_022481171.1
RFN52462.1	XP_022484006.1
RFN52462.1	XP_022577032.1
RFN52462.1	XP_022577079.1
RFN52462.1	XP_022577137.1
RFN52462.1	XP_022577402.1
RFN52462.1	XP_022579612.1
RFN52462.1	XP_022580428.1
RFN52462.1	XP_022581339.1
RFN52462.1	XP_022582731.1
RFN52462.1	XP_022583190.1
RFN52462.1	XP_023089699.1
RFN52462.1	EIT73065.1
RFN52462.1	KJK63626.1
RFN52462.1	KOC13546.1
RFN52462.1	OOO04690.1
RFN52462.1	PIG69472.1
RFN52462.1	RAQ43261.1
RFN52462.1	RAQ65716.1
RFN52462.1	XP_002382023.1
RFN52462.1	XP_015406958.1
RFN52462.1	XP_022388950.1
RFN52462.1	XP_023093307.1
RFN52462.1	EIT72906.1
RFN52462.1	KDE77239.1
RFN52462.1	KOC11465.1
RFN52462.1	OOO04997.1
RFN52462.1	RAQ60943.1
RFN52462.1	XP_002381657.1
RFN52462.1	XP_023627757.1
RFN52462.1	XP_024404965.1
RFN52462.1	XP_024405071.1
RFN52462.1	XP_024405133.1
RFN52462.1	PNP41791.1
RFN52462.1	XP_024405191.1
RFN52462.1	XP_024405571.1
RFN52462.1	XP_024405916.1
RFN52462.1	XP_024406035.1
RFN52462.1	PNP44163.1
RFN52462.1	XP_024671672.1
RFN52462.1	XP_024673943.1
RFN52462.1	XP_024675713.1
RFN52462.1	XP_024676642.1
RFN52462.1	XP_024677861.1
RFN52462.1	XP_024678073.1
RFN52462.1	GAQ05094.1
RFN52462.1	XP_024688227.1
RFN52462.1	XP_024688762.1
RFN52462.1	PLN80386.1
RFN52462.1	XP_024670759.1
RFN52462.1	XP_024689441.1
RFN52462.1	PLN77319.1
RFN52462.1	XP_024690310.1
RFN52462.1	XP_024674274.1
RFN52462.1	XP_024693129.1
RFN52462.1	XP_024693673.1
RFN52462.1	XP_024695600.1
RFN52462.1	XP_024698589.1
RFN52462.1	XP_024700110.1
RFN52462.1	XP_024700542.1
RFN52462.1	XP_024701715.1
RFN52462.1	XP_024701926.1
RFN52462.1	XP_024703995.1
RFN52462.1	XP_024706193.1
RFN52462.1	XP_024707289.1
RFN52462.1	XP_024709363.1
RFN52462.1	XP_024710095.1
RFN52462.1	XP_024711155.1
RFN52462.1	XP_024726290.1
RFN52462.1	XP_024746099.1
RFN52462.1	XP_024747812.1
RFN52462.1	OTA07690.1
RFN52462.1	PTB81353.1
RFN52462.1	XP_006963503.1
RFN52462.1	XP_024748453.1
RFN52462.1	XP_024748803.1
RFN52462.1	XP_024749039.1
RFN52462.1	XP_024752705.1
RFN52462.1	XP_024754239.1
RFN52462.1	XP_024754989.1
RFN52462.1	XP_024755163.1
RFN52462.1	XP_018665691.1
RFN52462.1	XP_024755662.1
RFN52462.1	XP_024755949.1
RFN52462.1	XP_024758901.1
RFN52462.1	XP_013948494.1
RFN52462.1	XP_024405922.1
RFN52462.1	XP_024759749.1
RFN52462.1	XP_024761102.1
RFN52462.1	XP_024769766.1
RFN52462.1	KKP04532.1
RFN52462.1	OPB45095.1
RFN52462.1	PNP60527.1
RFN52462.1	XP_024771956.1
RFN52462.1	PKK51563.1
RFN52462.1	XP_024774181.1
RFN52462.1	XP_024777793.1
RFN52462.1	PKK54178.1
RFN52462.1	PNP52544.1
RFN52462.1	XP_024779027.1
RFN52462.1	PKK49452.1
RFN52462.1	XP_024779721.1
RFN52462.1	OPB36242.1
RFN52462.1	PKK43608.1
RFN52462.1	XP_024758026.1
RFN52462.1	XP_024780791.1
RFN52462.1	KKP07235.1
RFN52462.1	OPB38114.1
RFN52462.1	PKK45930.1
RFN52462.1	XP_025400003.1
RFN52462.1	XP_025400937.1
RFN52462.1	XP_025433071.1
RFN52462.1	XP_025434066.1
RFN52462.1	PYI19538.1
RFN52462.1	XP_025499710.1
RFN52462.1	XP_025522423.1
RFN52462.1	XP_025439800.1
RFN52462.1	XP_025442217.1
RFN52462.1	RAK72163.1
RFN52462.1	XP_025428644.1
RFN52462.1	XP_025497713.1
RFN52462.1	XP_025442788.1
RFN52462.1	XP_025463580.1
RFN52462.1	PYI07298.1
RFN52462.1	XP_025469332.1
RFN52462.1	OOF90643.1
RFN52462.1	XP_025487641.1
RFN52462.1	XP_025488423.1
RFN52462.1	XP_025495276.1
RFN52462.1	XP_025501786.1
RFN52462.1	PYI20335.1
RFN52462.1	XP_020054982.1
RFN52462.1	XP_025512497.1
RFN52462.1	CRG89769.1
RFN52462.1	XP_025522520.1
RFN52462.1	XP_025541087.1
RFN52462.1	GAQ42377.1
RFN52462.1	XP_025392184.1
RFN52462.1	XP_025513158.1
RFN52462.1	XP_025558121.1
RFN52462.1	XP_025580874.1
RFN52462.1	XP_025583819.1
RFN52462.1	XP_025586900.1
RFN52462.1	XP_025591858.1
RFN52462.1	XP_659410.1
RFN52462.1	XP_660944.1
RFN52462.1	XP_661485.1
RFN52462.1	XP_664559.1
RFN52462.1	XP_681793.1
RFN52462.1	XP_681814.1
RFN52462.1	XP_756077.1
RFN52462.1	KEY82490.1
RFN52462.1	XP_868808.1
RFN52462.1	XP_961929.3
RFN52462.1	XP_025441820.1
RFN52462.1	XP_025441822.1
RFN52462.1	XP_025447701.1
RFN52462.1	XP_025447709.1
RFN52462.1	CVL08668.1
RFN52462.1	CVL12339.1
RFN52462.1	CZR60110.1
RFN52462.1	EDP53760.1
RFN52462.1	EGU76077.1
RFN52462.1	EWZ36477.1
RFN52462.1	EWZ78997.1
RFN52462.1	EXK83339.1
RFN52462.1	EXL55937.1
RFN52462.1	GAQ07430.1
RFN52462.1	KDN66249.1
RFN52462.1	KEY74072.1
RFN52462.1	KFA48785.1
RFN52462.1	KFA78675.1
RFN52462.1	KIA75967.1
RFN52462.1	KIW65266.1
RFN52462.1	KLO97736.1
RFN52462.1	KMK62281.1
RFN52462.1	OCK85548.1
RFN52462.1	OPB45189.1
RFN52462.1	OQV06477.1
RFN52462.1	OXN15858.1
RFN52462.1	PKK48953.1
RFN52462.1	PMD44746.1
RFN52462.1	PNP78624.1
RFN52462.1	PVH83873.1
RFN52462.1	PVI01812.1
RFN52462.1	PYI24427.1
RFN52462.1	PYI36155.1
RFN52462.1	RAK81216.1
RFN52462.1	RBA21148.1
RFN52462.1	RBQ76481.1
RFN52462.1	RBQ99031.1
RFN52462.1	RBR14508.1
RFN52462.1	RDW68838.1
RFN52462.1	SCO31075.1
RFN52462.1	SCO46816.1
RFN52462.1	SCV28484.1
RFN52462.1	XP_001265657.1
RFN52462.1	XP_001481641.1
RFN52462.1	XP_001792358.1
RFN52462.1	XP_003040629.1
RFN52462.1	XP_007802667.1
RFN52462.1	XP_007828956.1
RFN52462.1	XP_013940291.1
RFN52462.1	XP_013953031.1
RFN52462.1	XP_016249552.1
RFN52462.1	XP_016643632.1
RFN52462.1	XP_018151561.1
RFN52462.1	XP_018747389.1
RFN52462.1	XP_020052331.1
RFN52462.1	XP_023430110.1
RFN52462.1	XP_024686581.1
RFN52462.1	XP_024769881.1
RFN52462.1	XP_025473497.1
RFN52462.1	XP_025490428.1
RFN52462.1	XP_025502588.1
RFN52462.1	XP_025527500.1
RFN52462.1	XP_025455621.1
RFN52462.1	CAK40761.1
RFN52462.1	GAA83700.1
RFN52462.1	GAQ39283.1
RFN52462.1	GAQ42417.1
RFN52462.1	KXG52554.1
RFN52462.1	OJI83029.1
RFN52462.1	OJJ72655.1
RFN52462.1	OQE06082.1
RFN52462.1	OWW36440.1
RFN52462.1	OWW37883.1
RFN52462.1	RDH36215.1
RFN52462.1	RDH39372.1
RFN52462.1	SPB47113.1
RFN52462.1	SPB51565.1
RFN52462.1	XP_001394590.2
RFN52462.1	XP_025391275.1
RFN52462.1	XP_025461313.1
RFN52462.1	XP_025462085.1
RFN52462.1	XP_025462579.1
RFN52462.1	XP_025462584.1
RFN52462.1	XP_025466339.1
RFN52462.1	XP_025469757.1
RFN52462.1	XP_025469837.1
RFN52462.1	XP_025473009.1
RFN52462.1	XP_025473697.1
RFN52462.1	XP_025483805.1
RFN52462.1	XP_025498215.1
RFN52462.1	CAK41167.1
RFN52462.1	EHA25374.1
RFN52462.1	GAA86608.1
RFN52462.1	GAQ44853.1
RFN52462.1	KGO73992.1
RFN52462.1	OJI80435.1
RFN52462.1	OWW35444.1
RFN52462.1	PLN76154.1
RFN52462.1	RAK82202.1
RFN52462.1	RDH35346.1
RFN52462.1	RDW76295.1
RFN52462.1	SPB45994.1
RFN52462.1	XP_001395694.2
RFN52462.1	XP_022488919.1
RFN52462.1	XP_024689803.1
RFN52462.1	XP_025475560.1
RFN52462.1	XP_025505230.1
RFN52462.1	XP_022491166.1
RFN52462.1	XP_024705355.1
RFN52462.1	XP_025443272.1
RFN52462.1	XP_025518065.1
RFN52462.1	XP_025528722.1
RFN52462.1	PYI24364.1
RFN52462.1	RAK81295.1
RFN52462.1	XP_025447637.1
RFN52462.1	XP_025532687.1
RFN52462.1	PYI19053.1
RFN52462.1	XP_025532751.1
RFN52462.1	PYI18663.1
RFN52462.1	XP_020051235.1
RFN52462.1	XP_025485739.1
RFN52462.1	XP_025508837.1
RFN52462.1	XP_025543303.1
RFN52462.1	XP_025484119.1
RFN52462.1	XP_025544625.1
RFN52462.1	GAA91823.1
RFN52462.1	GAQ33154.1
RFN52462.1	OJZ92846.1
RFN52462.1	XP_025393447.1
RFN52462.1	XP_025560418.1
RFN52462.1	EHA26164.1
RFN52462.1	OJI87302.1
RFN52462.1	OJJ75285.1
RFN52462.1	RDH32916.1
RFN52462.1	RDK46514.1
RFN52462.1	XP_001388578.1
RFN52462.1	XP_025484199.1
RFN52462.1	XP_025545681.1
RFN52462.1	XP_016253149.1
RFN52462.1	XP_013274502.1
RFN52462.1	XP_020055377.1
RFN52462.1	CAK38381.1
RFN52462.1	EHA21358.1
RFN52462.1	GAQ46535.1
RFN52462.1	OJI88565.1
RFN52462.1	OJJ67706.1
RFN52462.1	OWW34919.1
RFN52462.1	RDH28845.1
RFN52462.1	SPB49949.1
RFN52462.1	XP_001390500.2
RFN52462.1	XP_025387325.1
RFN52462.1	XP_025456630.1
RFN52462.1	XP_025498564.1
RFN52462.1	XP_025516752.1
RFN52462.1	XP_025551649.1
RFN52462.1	RBA09701.1
RFN52462.1	XP_025551834.1
RFN52462.1	XP_025555455.1
RFN52462.1	XP_025556591.1
RFN52462.1	XP_025561844.1
RFN52462.1	XP_025562086.1
RFN52462.1	XP_025570394.1
RFN52462.1	XP_025572269.1
RFN52462.1	PYI09862.1
RFN52462.1	XP_025574255.1
RFN52462.1	OOF91881.1
RFN52462.1	PYI04395.1
RFN52462.1	XP_025575237.1
RFN52462.1	XP_020051372.1
RFN52462.1	XP_025577862.1
RFN52462.1	KOS39496.1
RFN52462.1	OQE41123.1
RFN52462.1	XP_025591650.1
RFN52462.1	XP_025594435.1
RFN52462.1	CEF87337.1
RFN52462.1	OBS22979.1
RFN52462.1	XP_658734.1
RFN52462.1	CBF88083.1
RFN52462.1	XP_662841.1
RFN52462.1	XP_681569.1
RFN52462.1	RDW72765.1
RFN52462.1	XP_681633.1
RFN52462.1	XP_681657.1
RFN52462.1	XP_681737.1
RFN52462.1	XP_682272.1
RFN52462.1	CEL10210.1
RFN52462.1	KKK21432.1
RFN52462.1	KKK26605.1
RFN52462.1	RDW64524.1
RFN52462.1	XP_748801.1
RFN52462.1	CEL11941.1
RFN52462.1	GAM33433.1
RFN52462.1	XP_750596.2
RFN52462.1	CEJ55645.1
RFN52462.1	CEN61397.1
RFN52462.1	KKK16243.1
RFN52462.1	KKK22567.1
RFN52462.1	KOC18637.1
RFN52462.1	KXG46686.1
RFN52462.1	OOQ84658.1
RFN52462.1	OQD81281.1
RFN52462.1	OXN08654.1
RFN52462.1	PTU20864.1
RFN52462.1	PYI05719.1
RFN52462.1	PYI32322.1
RFN52462.1	RDW69089.1
RFN52462.1	XP_001272617.1
RFN52462.1	XP_015408650.1
RFN52462.1	XP_020059584.1
RFN52462.1	XP_025451566.1
RFN52462.1	XP_025478753.1
RFN52462.1	XP_025543020.1
RFN52462.1	XP_662772.1
RFN52462.1	XP_959588.2
RFN52462.1	XP_009853562.1
RFU23777.1	RFU23777.1
CEN61882.1	CEN61882.1
CRG87959.1	CRG87959.1
CRG88563.1	CRG88563.1
CRG89674.1	CRG89674.1
CRG91970.1	CRG91970.1
CRG92548.1	CRG92548.1
CRJ90030.1	CRJ90030.1
CRJ90030.1	CRK14323.1
CRJ90030.1	CRK48035.1
CRJ90030.1	EXL66224.1
CRJ90030.1	KEY74865.1
CRJ90030.1	KFA70559.1
CRJ90030.1	XP_003004283.1
EWZ97074.1	EWZ97074.1
EWZ99629.1	EWZ99629.1
EWZ99629.1	EXK32606.1
EWZ99629.1	XP_018241087.1
EXA29684.1	EXA29684.1
KFA55599.1	KFA55599.1
KFA60348.1	KFA60348.1
KFA66965.1	KFA66965.1
KFA68621.1	KFA68621.1
KFA69358.1	KFA69358.1
KFA69656.1	KFA69656.1
KFA69735.1	KFA69735.1
KFA69763.1	KFA69763.1
KFA69802.1	KFA69802.1
KFA70085.1	KFA70085.1
KFA71482.1	KFA71482.1
KFA71482.1	KEY71713.1
KFA71482.1	KFA56009.1
KFA71482.1	GAM41799.1
KFA71482.1	EGU81728.1
KFA71482.1	ENH75499.1
KFA71482.1	PCD26935.1
KFA71482.1	RBQ95949.1
KFA71482.1	RBR13547.1
KFA71482.1	XP_018247479.1
KFA71482.1	EXK84495.1
KFA71482.1	RBA21889.1
KFA71482.1	XP_025460581.1
KFA71482.1	RDH30974.1
KFA72561.1	KFA72561.1
KFA72561.1	KEY70166.1
KFA72561.1	KFA46800.1
KFA76941.1	KFA76941.1
KFA76941.1	KEY65504.1
KFA76941.1	KFA45855.1
KZV77333.1	KZV77333.1
KZV77333.1	KZV67341.1
KZV77396.1	KZV77396.1
KZV77396.1	KIK54701.1
KZV77396.1	KIK71658.1
KZV77396.1	KZV62707.1
KZV77396.1	KZV70004.1
KZV77396.1	KZV72767.1
KZV77396.1	KZV59361.1
KZV77396.1	KZV59419.1
KZV77396.1	KZV60176.1
KZV77396.1	KZV60305.1
KZV77396.1	KZV60303.1
KZV77396.1	KZV60933.1
KZV77396.1	KZV61419.1
KZV77396.1	KZV62026.1
KZV77396.1	KZV60178.1
KZV77396.1	KZV62474.1
KZV77396.1	KZV62638.1
KZV77396.1	KZV68440.1
KZV77396.1	KZV71958.1
KZV77396.1	KZV72347.1
KZV77396.1	KZV72485.1
KZV77396.1	KZV73863.1
KZV77396.1	KZV75910.1
KZV77396.1	KZV76324.1
KZV77396.1	KZV63220.1
KZV77396.1	KZV76440.1
KZV77396.1	XP_007307368.1
KZV77396.1	KIK58093.1
KZV77396.1	KIK60146.1
KZV77396.1	KZV76368.1
KZV77396.1	KZV73950.1
KZV81465.1	KZV81465.1
KZV81465.1	KZW03084.1
KZV83586.1	KZV83586.1
KZV83586.1	KZV80974.1
KZV83586.1	EJD35762.1
KZV83586.1	KZV96961.1
KZV83586.1	EJD36518.1
KZV83586.1	EJD41998.1
KZV83586.1	KZV95548.1
KZV83586.1	KZV92326.1
KZV83586.1	EJD39239.1
KZV83586.1	EJD45884.1
KZV83586.1	EJD47479.1
KZV83586.1	EJD47508.1
KZV83586.1	EJD47546.1
KZV83586.1	KZV84173.1
