Cluster no	Representative no	Nterm
OCK88792.1	RFN50208.1	PNP_UDP
OCK88792.1	EXA29845.1	unk
OCK88792.1	EXK25066.1	PNP_UDP
OCK88792.1	EXK76781.1	unk
OCK88792.1	EXK79148.1	PNP_UDP
OCK88792.1	EXL39640.1	unk
OCK88792.1	EXL75829.1	PNP_UDP
OCK88792.1	EXM13343.1	unk
OCK88792.1	EXM13701.1	unk
OCK88792.1	EXM15380.1	PNP_UDP
OCK88792.1	EXU95377.1	PNP_UDP
OCK88792.1	EYE90494.1	PNP_UDP
OCK88792.1	EYE97125.1	unk
OCK88792.1	GAE00197.1	PNP_UDP
OCK88792.1	GAM33504.1	PNP_UDP
OCK88792.1	PCG95916.1	unk
OCK88792.1	GAM33837.1	PNP_UDP
OCK88792.1	GAM38719.1	PNP_UDP
OCK88792.1	KUL81372.1	PNP_UDP
OCK88792.1	PCG92869.1	PNP_UDP
OCK88792.1	RAO72676.1	PNP_UDP
OCK88792.1	GAM40706.1	PNP_UDP
OCK88792.1	CAK40499.1	PNP_UDP
OCK88792.1	GAQ47615.1	PNP_UDP
OCK88792.1	KUL85857.1	PNP_UDP
OCK88792.1	OJI84574.1	PNP_UDP
OCK88792.1	OWW32348.1	PNP_UDP
OCK88792.1	PCG92678.1	PNP_UDP
OCK88792.1	RAO70605.1	PNP_UDP
OCK88792.1	RDH15204.1	PNP_UDP
OCK88792.1	SPB48740.1	PNP_UDP
OCK88792.1	XP_001258983.1	PNP_UDP
OCK88792.1	XP_001402454.2	PNP_UDP
OCK88792.1	XP_025514607.1	PNP_UDP
OCK88792.1	XP_025558313.1	unk
OCK88792.1	KKZ65542.1	unk
OCK88792.1	PGH05123.1	unk
OCK88792.1	PGH33564.1	unk
OCK88792.1	XP_015402094.1	PNP_UDP
OCK88792.1	OKO92770.1	PNP_UDP
OCK88792.1	XP_024710095.1	PNP_UDP
OCK88792.1	GAM43625.1	PNP_UDP
OCK88792.1	KFX49661.1	PNP_UDP
OCK88792.1	KUL82145.1	PNP_UDP
OCK88792.1	OAT11199.1	PNP_UDP
OCK88792.1	XP_002152391.1	PNP_UDP
OCK88792.1	XP_002622964.1	PNP_UDP
OCK88792.1	EXU95517.1	unk
OCK88792.1	KFG77485.1	unk
OCK88792.1	KID64484.1	unk
OCK88792.1	KJK78044.1	unk
OCK88792.1	XP_011411713.1	PNP_UDP
OCK88792.1	XP_014540071.1	unk
OCK88792.1	OAL53821.1	PNP_UDP
OCK88792.1	OCK87148.1	unk
OCK88792.1	OCL01962.1	unk
OCK88792.1	OCL02639.1	PNP_UDP
OCK88792.1	XP_016224281.1	PNP_UDP
OCK88792.1	GAM43663.1	PNP_UDP
OCK88792.1	GAQ04666.1	PNP_UDP
OCK88792.1	GAO85513.1	PNP_UDP
OCK88792.1	OXN13928.1	unk
OCK88792.1	XP_001263664.1	unk
OCK88792.1	XP_024677506.1	PNP_UDP
OCK88792.1	GAQ06027.1	PNP_UDP
OCK88792.1	EDP55245.1	PNP_UDP
OCK88792.1	GAO87623.1	PNP_UDP
OCK88792.1	KMK61298.1	PNP_UDP
OCK88792.1	OXN09190.1	PNP_UDP
OCK88792.1	GAQ09196.1	PNP_UDP
OCK88792.1	GAQ09491.1	PNP_UDP
OCK88792.1	XP_001214195.1	unk
OCK88792.1	XP_024685867.1	PNP_UDP
OCK88792.1	GAT24961.1	PNP_UDP
OCK88792.1	GAW11732.1	PNP_UDP
OCK88792.1	KDE85608.1	PNP_UDP
OCK88792.1	EIT77228.1	PNP_UDP
OCK88792.1	KDN61351.1	PNP_UDP
OCK88792.1	XP_008094548.1	PNP_UDP
OCK88792.1	KDN62026.1	PNP_UDP
OCK88792.1	KDN71400.1	PNP_UDP
OCK88792.1	KEQ57640.1	PNP_UDP
OCK88792.1	KEQ58360.1	PNP_UDP
OCK88792.1	XP_007840446.1	unk
OCK88792.1	KEQ57675.1	unk
OCK88792.1	KEQ57738.1	unk
OCK88792.1	KEQ80695.1	unk
OCK88792.1	KEQ82510.1	PNP_UDP
OCK88792.1	KEQ90090.1	PNP_UDP
OCK88792.1	KEY72933.1	PNP_UDP
OCK88792.1	KFA56458.1	PNP_UDP
OCK88792.1	KFA80644.1	PNP_UDP
OCK88792.1	KEY73862.1	PNP_UDP
OCK88792.1	KEY74882.1	PNP_UDP
OCK88792.1	KFA56361.1	PNP_UDP
OCK88792.1	KFA82001.1	PNP_UDP
OCK88792.1	KFA55736.1	unk
OCK88792.1	KFA72818.1	PNP_UDP
OCK88792.1	KEY71810.1	unk
OCK88792.1	KFA50410.1	PNP_UDP
OCK88792.1	KFA66795.1	PNP_UDP
OCK88792.1	KFG84113.1	unk
OCK88792.1	KFG86036.1	unk
OCK88792.1	KID61075.1	unk
OCK88792.1	KJK74384.1	unk
OCK88792.1	XP_014543097.1	unk
OCK88792.1	EXU97905.1	unk
OCK88792.1	KID96706.1	unk
OCK88792.1	XP_011410762.1	unk
OCK88792.1	KFX88591.1	PNP_UDP
OCK88792.1	CEJ93571.1	PNP_UDP
OCK88792.1	KFY46703.1	PNP_UDP
OCK88792.1	KGO46710.1	PNP_UDP
OCK88792.1	XP_016596041.1	unk
OCK88792.1	KUM60362.1	PNP_UDP
OCK88792.1	KGO71455.1	unk
OCK88792.1	KGQ08381.1	unk
OCK88792.1	KHN99693.1	PNP_UDP
OCK88792.1	KID85971.1	PNP_UDP
OCK88792.1	XP_014542486.1	PNP_UDP
OCK88792.1	KID64388.1	PNP_UDP
OCK88792.1	KFG78715.1	PNP_UDP
OCK88792.1	KID86963.1	unk
OCK88792.1	KID93750.1	PNP_UDP
OCK88792.1	KJK82907.1	unk
OCK88792.1	KJK95155.1	unk
OCK88792.1	XP_007817601.2	PNP_UDP
OCK88792.1	KID83213.1	PNP_UDP
OCK88792.1	XP_013942382.1	unk
OCK88792.1	KID89977.1	unk
OCK88792.1	KFG80441.1	unk
OCK88792.1	KIE01448.1	unk
OCK88792.1	KJK82687.1	unk
OCK88792.1	OAA47074.1	unk
OCK88792.1	XP_007825256.1	unk
OCK88792.1	XP_014542741.1	unk
OCK88792.1	KIL83583.1	PNP_UDP
OCK88792.1	KIL85159.1	PNP_UDP
OCK88792.1	KIL86192.1	unk
OCK88792.1	KIL93604.1	PNP_UDP
OCK88792.1	KIN05286.1	PNP_UDP
OCK88792.1	KIV78598.1	PNP_UDP
OCK88792.1	KIV80094.1	PNP_UDP
OCK88792.1	KIW70019.1	unk
OCK88792.1	KJJ29221.1	unk
OCK88792.1	OOO10316.1	unk
OCK88792.1	RAQ55214.1	unk
OCK88792.1	RAQ63751.1	unk
OCK88792.1	XP_001819786.3	unk
OCK88792.1	XP_002374699.1	unk
OCK88792.1	XP_015407425.1	unk
OCK88792.1	XP_022385982.1	unk
OCK88792.1	KJK94451.1	unk
OCK88792.1	KJK77342.1	unk
OCK88792.1	KKA28389.1	PNP_UDP
OCK88792.1	KKA30387.1	PNP_UDP
OCK88792.1	KKO96903.1	PNP_UDP
OCK88792.1	KKO99476.1	unk
OCK88792.1	KKP03630.1	PNP_UDP
OCK88792.1	PNP49745.1	PNP_UDP
OCK88792.1	RFU75954.1	PNP_UDP
OCK88792.1	KKP03906.1	PNP_UDP
OCK88792.1	OPB44688.1	PNP_UDP
OCK88792.1	XP_013954474.1	PNP_UDP
OCK88792.1	KKY16867.1	unk
OCK88792.1	KKZ59879.1	PNP_UDP
OCK88792.1	KKZ60316.1	unk
OCK88792.1	KLP03321.1	PNP_UDP
OCK88792.1	CVK95911.1	PNP_UDP
OCK88792.1	CVL07048.1	PNP_UDP
OCK88792.1	CZR44732.1	PNP_UDP
OCK88792.1	EWY83383.1	PNP_UDP
OCK88792.1	EXA35769.1	PNP_UDP
OCK88792.1	EXK28260.1	PNP_UDP
OCK88792.1	KLO90940.1	PNP_UDP
OCK88792.1	PNP74267.1	PNP_UDP
OCK88792.1	SCO90929.1	PNP_UDP
OCK88792.1	SCV48132.1	PNP_UDP
OCK88792.1	XP_018755032.1	PNP_UDP
OCK88792.1	XP_023436957.1	PNP_UDP
OCK88792.1	KLP10572.1	unk
OCK88792.1	XP_023433115.1	unk
OCK88792.1	KLP20476.1	PNP_UDP
OCK88792.1	KMK62759.1	unk
OCK88792.1	KND89507.1	unk
OCK88792.1	KND91746.1	unk
OCK88792.1	KPA36118.1	unk
OCK88792.1	KPM40541.1	PNP_UDP
OCK88792.1	KPM40550.1	PNP_UDP
OCK88792.1	KUL82054.1	PNP_UDP
OCK88792.1	KUL81419.1	PNP_UDP
OCK88792.1	KUL85707.1	unk
OCK88792.1	KUL85866.1	unk
OCK88792.1	KUL91027.1	PNP_UDP
OCK88792.1	KUM55522.1	unk
OCK88792.1	KXH28840.1	PNP_UDP
OCK88792.1	KXH39508.1	unk
OCK88792.1	KXH30293.1	unk
OCK88792.1	KXH40958.1	unk
OCK88792.1	KXH50032.1	PNP_UDP
OCK88792.1	KXH51554.1	unk
OCK88792.1	XP_022481570.1	PNP_UDP
OCK88792.1	KXJ86445.1	PNP_UDP
OCK88792.1	KXJ86484.1	PNP_UDP
OCK88792.1	KXJ87851.1	PNP_UDP
OCK88792.1	KXJ87912.1	PNP_UDP
OCK88792.1	KXX74722.1	PNP_UDP
OCK88792.1	OPB44870.1	PNP_UDP
OCK88792.1	XP_001225993.1	PNP_UDP
OCK88792.1	KXX76569.1	PNP_UDP
OCK88792.1	CEJ91432.1	PNP_UDP
OCK88792.1	CEJ82760.1	PNP_UDP
OCK88792.1	GAP84978.2	PNP_UDP
OCK88792.1	KXX76602.1	PNP_UDP
OCK88792.1	PSK38149.1	PNP_UDP
OCK88792.1	PSK41882.1	PNP_UDP
OCK88792.1	XP_001224566.1	PNP_UDP
OCK88792.1	XP_002485772.1	PNP_UDP
OCK88792.1	CRG92711.1	PNP_UDP
OCK88792.1	CRG92827.1	PNP_UDP
OCK88792.1	GAM38323.1	PNP_UDP
OCK88792.1	KFX52257.1	unk
OCK88792.1	OJI95835.1	PNP_UDP
OCK88792.1	OJJ61738.1	PNP_UDP
OCK88792.1	PCG94633.1	PNP_UDP
OCK88792.1	PCG96752.1	PNP_UDP
OCK88792.1	RAO71524.1	PNP_UDP
OCK88792.1	RAO72462.1	PNP_UDP
OCK88792.1	XP_002150563.1	PNP_UDP
OCK88792.1	XP_002478979.1	PNP_UDP
OCK88792.1	XP_013330981.1	PNP_UDP
OCK88792.1	XP_003662391.1	PNP_UDP
OCK88792.1	XP_007803897.1	PNP_UDP
OCK88792.1	XP_013320517.1	PNP_UDP
OCK88792.1	XP_016229954.1	PNP_UDP
OCK88792.1	KZL72051.1	PNP_UDP
OCK88792.1	OHW99590.1	PNP_UDP
OCK88792.1	KZL85289.1	unk
OCK88792.1	OHW97538.1	PNP_UDP
OCK88792.1	KZM25138.1	PNP_UDP
OCK88792.1	KZZ89132.1	PNP_UDP
OCK88792.1	OAA34539.1	unk
OCK88792.1	OAA64132.1	PNP_UDP
OCK88792.1	EXK26264.1	PNP_UDP
OCK88792.1	KGO44608.1	PNP_UDP
OCK88792.1	OAA35641.1	PNP_UDP
OCK88792.1	OAR02561.1	PNP_UDP
OCK88792.1	XP_011127306.1	PNP_UDP
OCK88792.1	XP_018137997.1	PNP_UDP
OCK88792.1	OAL25983.1	PNP_UDP
OCK88792.1	XP_016633415.1	PNP_UDP
OCK88792.1	OAL43741.1	unk
OCK88792.1	OAL45572.1	PNP_UDP
OCK88792.1	OAL47583.1	PNP_UDP
OCK88792.1	OAL53474.1	PNP_UDP
OCK88792.1	PVH93287.1	PNP_UDP
OCK88792.1	OAL55950.1	unk
OCK88792.1	OAQ98538.1	unk
OCK88792.1	OAQ99110.1	unk
OCK88792.1	OAA78337.1	unk
OCK88792.1	OAR01627.1	unk
OCK88792.1	OBS23363.1	unk
OCK88792.1	OBW64271.1	PNP_UDP
OCK88792.1	KEQ80712.1	PNP_UDP
OCK88792.1	OCK74412.1	PNP_UDP
OCK88792.1	OCK80014.1	unk
OCK88792.1	RAO73826.1	PNP_UDP
OCK88792.1	OCK97672.1	unk
OCK88792.1	OCK99664.1	unk
OCK88792.1	KIN05301.1	PNP_UDP
OCK88792.1	OCL01281.1	unk
OCK88792.1	OHW91780.1	PNP_UDP
OCK88792.1	OHW96525.1	PNP_UDP
OCK88792.1	OHW96584.1	PNP_UDP
OCK88792.1	KZL76883.1	PNP_UDP
OCK88792.1	KZL79244.1	PNP_UDP
OCK88792.1	XP_013313116.1	PNP_UDP
OCK88792.1	OHW98342.1	PNP_UDP
OCK88792.1	KZL79275.1	PNP_UDP
OCK88792.1	OIW22782.1	PNP_UDP
OCK88792.1	KEY64848.1	PNP_UDP
OCK88792.1	OJD15769.1	unk
OCK88792.1	OJD18908.1	unk
OCK88792.1	OJD24480.1	unk
OCK88792.1	OJD25604.1	PNP_UDP
OCK88792.1	CRL27469.1	PNP_UDP
OCK88792.1	GAA83738.1	PNP_UDP
OCK88792.1	GAT22514.1	PNP_UDP
OCK88792.1	KMK60550.1	PNP_UDP
OCK88792.1	ODM16043.1	PNP_UDP
OCK88792.1	OJD09678.1	PNP_UDP
OCK88792.1	OJD10373.1	PNP_UDP
OCK88792.1	OJJ54446.1	PNP_UDP
OCK88792.1	OOF89902.1	PNP_UDP
OCK88792.1	OXN28069.1	PNP_UDP
OCK88792.1	PCG88442.1	PNP_UDP
OCK88792.1	PGG95257.1	PNP_UDP
OCK88792.1	PGG99111.1	PNP_UDP
OCK88792.1	PIG69514.1	PNP_UDP
OCK88792.1	RAK80124.1	PNP_UDP
OCK88792.1	RAO74243.1	PNP_UDP
OCK88792.1	XP_001542068.1	PNP_UDP
OCK88792.1	XP_015405195.1	PNP_UDP
OCK88792.1	XP_020055244.1	PNP_UDP
OCK88792.1	XP_022393688.1	PNP_UDP
OCK88792.1	XP_022400248.1	PNP_UDP
OCK88792.1	XP_024706315.1	PNP_UDP
OCK88792.1	XP_025426018.1	PNP_UDP
OCK88792.1	XP_025442787.1	PNP_UDP
OCK88792.1	XP_025467306.1	PNP_UDP
OCK88792.1	XP_025482930.1	PNP_UDP
OCK88792.1	XP_025550712.1	PNP_UDP
OCK88792.1	XP_025561309.1	PNP_UDP
OCK88792.1	XP_025569107.1	PNP_UDP
OCK88792.1	EDP53756.1	PNP_UDP
OCK88792.1	KEY83853.1	PNP_UDP
OCK88792.1	XP_001265651.1	PNP_UDP
OCK88792.1	XP_749228.2	PNP_UDP
OCK88792.1	KKK22842.1	PNP_UDP
OCK88792.1	KKK24026.1	PNP_UDP
OCK88792.1	PTU20910.1	PNP_UDP
OCK88792.1	KLJ10556.1	PNP_UDP
OCK88792.1	KZZ87795.1	PNP_UDP
OCK88792.1	OJJ33411.1	PNP_UDP
OCK88792.1	ODM18439.1	PNP_UDP
OCK88792.1	PTD02374.1	PNP_UDP
OCK88792.1	PCD32411.1	PNP_UDP
OCK88792.1	RAQ74352.1	PNP_UDP
OCK88792.1	OOO06623.1	PNP_UDP
OCK88792.1	RDH27541.1	PNP_UDP
OCK88792.1	XP_001261218.1	PNP_UDP
OCK88792.1	XP_009228663.1	PNP_UDP
OCK88792.1	XP_024688227.1	PNP_UDP
OCK88792.1	XP_681726.1	PNP_UDP
OCK88792.1	XP_661151.1	PNP_UDP
OCK88792.1	OJI82984.1	PNP_UDP
OCK88792.1	OJJ77926.1	PNP_UDP
OCK88792.1	OJZ90994.1	PNP_UDP
OCK88792.1	OJI97354.1	PNP_UDP
OCK88792.1	OJI99268.1	unk
OCK88792.1	OJJ04030.1	PNP_UDP
OCK88792.1	OJJ60235.1	PNP_UDP
OCK88792.1	EYE96731.1	unk
OCK88792.1	OJJ07910.1	PNP_UDP
OCK88792.1	PMB63820.1	unk
OCK88792.1	XP_001261794.1	PNP_UDP
OCK88792.1	XP_015408436.1	PNP_UDP
OCK88792.1	XP_022392871.1	PNP_UDP
OCK88792.1	OJJ04991.1	PNP_UDP
OCK88792.1	CEN60364.1	PNP_UDP
OCK88792.1	CRG91380.1	PNP_UDP
OCK88792.1	OJJ07008.1	PNP_UDP
OCK88792.1	OJJ07396.1	PNP_UDP
OCK88792.1	OJJ08851.1	PNP_UDP
OCK88792.1	OJJ38129.1	PNP_UDP
OCK88792.1	OJJ40823.1	unk
OCK88792.1	OJJ41193.1	PNP_UDP
OCK88792.1	OJJ52880.1	PNP_UDP
OCK88792.1	OJJ55209.1	PNP_UDP
OCK88792.1	OJJ56430.1	PNP_UDP
OCK88792.1	OJJ57227.1	PNP_UDP
OCK88792.1	OJI98795.1	PNP_UDP
OCK88792.1	OJJ61610.1	PNP_UDP
OCK88792.1	OJJ00933.1	PNP_UDP
OCK88792.1	OJJ62350.1	PNP_UDP
OCK88792.1	OJJ65104.1	PNP_UDP
OCK88792.1	XP_003042658.1	PNP_UDP
OCK88792.1	OJJ66950.1	PNP_UDP
OCK88792.1	EYE99152.1	PNP_UDP
OCK88792.1	KXJ86362.1	PNP_UDP
OCK88792.1	XP_024711155.1	PNP_UDP
OCK88792.1	OJJ74829.1	PNP_UDP
OCK88792.1	OJZ92406.1	unk
OCK88792.1	PYI12640.1	PNP_UDP
OCK88792.1	RDK46077.1	PNP_UDP
OCK88792.1	XP_001389094.1	PNP_UDP
OCK88792.1	XP_025456075.1	PNP_UDP
OCK88792.1	XP_025542385.1	unk
OCK88792.1	OJZ81342.1	PNP_UDP
OCK88792.1	GAA88079.1	PNP_UDP
OCK88792.1	GAQ45125.1	PNP_UDP
OCK88792.1	GAT22660.1	PNP_UDP
OCK88792.1	OJI91547.1	PNP_UDP
OCK88792.1	OJJ65880.1	PNP_UDP
OCK88792.1	OOF95295.1	PNP_UDP
OCK88792.1	OWW29053.1	PNP_UDP
OCK88792.1	RDH30904.1	PNP_UDP
OCK88792.1	RDK37745.1	PNP_UDP
OCK88792.1	XP_025455545.1	PNP_UDP
OCK88792.1	XP_025484352.1	PNP_UDP
OCK88792.1	XP_025509957.1	PNP_UDP
OCK88792.1	XP_025540486.1	PNP_UDP
OCK88792.1	XP_025564635.1	PNP_UDP
OCK88792.1	OKO94546.1	PNP_UDP
OCK88792.1	OKP00753.1	PNP_UDP
OCK88792.1	OLN82075.1	PNP_UDP
OCK88792.1	ELA34604.1	PNP_UDP
OCK88792.1	EQB53738.1	PNP_UDP
OCK88792.1	EXF83115.1	PNP_UDP
OCK88792.1	KXH54110.1	PNP_UDP
OCK88792.1	KZL76738.1	PNP_UDP
OCK88792.1	OLN94198.1	PNP_UDP
OCK88792.1	OOO12207.1	unk
OCK88792.1	OPB40468.1	PNP_UDP
OCK88792.1	OPB41799.1	PNP_UDP
OCK88792.1	OQD66739.1	PNP_UDP
OCK88792.1	OQD86436.1	unk
OCK88792.1	OQD86803.1	unk
OCK88792.1	OQD91010.1	unk
OCK88792.1	OQE15950.1	PNP_UDP
OCK88792.1	OQE22518.1	PNP_UDP
OCK88792.1	OQV11248.1	PNP_UDP
OCK88792.1	ORY63953.1	unk
OCK88792.1	ORY67656.1	unk
OCK88792.1	ORY67765.1	unk
OCK88792.1	ORY67776.1	unk
OCK88792.1	OTA34341.1	PNP_UDP
OCK88792.1	OTA61516.1	unk
OCK88792.1	ELQ44128.1	PNP_UDP
OCK88792.1	ELQ57980.1	PNP_UDP
OCK88792.1	ELQ65464.1	PNP_UDP
OCK88792.1	KEY73924.1	unk
OCK88792.1	KFA56492.1	unk
OCK88792.1	KFA79996.1	unk
OCK88792.1	KFA80931.1	unk
OCK88792.1	KFA81514.1	PNP_UDP
OCK88792.1	KZM27862.1	PNP_UDP
OCK88792.1	OTA91885.1	unk
OCK88792.1	PWO12632.1	PNP_UDP
OCK88792.1	PZC89101.1	PNP_UDP
OCK88792.1	PZC90613.1	unk
OCK88792.1	XP_001942318.1	PNP_UDP
OCK88792.1	XP_003708827.1	PNP_UDP
OCK88792.1	XP_003708828.1	PNP_UDP
OCK88792.1	XP_014074119.1	PNP_UDP
OCK88792.1	OWW27652.1	unk
OCK88792.1	CAK47263.1	unk
OCK88792.1	RDH34798.1	unk
OCK88792.1	RDK42794.1	unk
OCK88792.1	SPB53433.1	unk
OCK88792.1	XP_025453940.1	unk
OCK88792.1	OWW31742.1	unk
OCK88792.1	RDH37126.1	unk
OCK88792.1	SPB44153.1	unk
OCK88792.1	OWW32185.1	PNP_UDP
OCK88792.1	CAK45831.1	PNP_UDP
OCK88792.1	CRG84038.1	PNP_UDP
OCK88792.1	GAA92417.1	PNP_UDP
OCK88792.1	GAA93242.1	PNP_UDP
OCK88792.1	GAO90144.1	PNP_UDP
OCK88792.1	GAT20833.1	unk
OCK88792.1	KGO41142.1	PNP_UDP
OCK88792.1	KOC13588.1	PNP_UDP
OCK88792.1	OJJ65728.1	PNP_UDP
OCK88792.1	OJJ65820.1	PNP_UDP
OCK88792.1	OJJ66803.1	PNP_UDP
OCK88792.1	OKP01413.1	PNP_UDP
OCK88792.1	OOF94182.1	PNP_UDP
OCK88792.1	OQE40897.1	PNP_UDP
OCK88792.1	PIG85755.1	PNP_UDP
OCK88792.1	PLN78794.1	PNP_UDP
OCK88792.1	RAQ47668.1	PNP_UDP
OCK88792.1	RAQ57291.1	PNP_UDP
OCK88792.1	RDH13945.1	PNP_UDP
OCK88792.1	RDH16249.1	PNP_UDP
OCK88792.1	RDH26592.1	PNP_UDP
OCK88792.1	SPB44598.1	PNP_UDP
OCK88792.1	XP_001390199.1	PNP_UDP
OCK88792.1	XP_001393220.2	PNP_UDP
OCK88792.1	XP_001393261.2	PNP_UDP
OCK88792.1	XP_015400904.1	PNP_UDP
OCK88792.1	XP_016602651.1	PNP_UDP
OCK88792.1	XP_022384690.1	PNP_UDP
OCK88792.1	XP_024675726.1	PNP_UDP
OCK88792.1	XP_024693138.1	PNP_UDP
OCK88792.1	XP_025448235.1	PNP_UDP
OCK88792.1	XP_025450199.1	PNP_UDP
OCK88792.1	XP_025453076.1	PNP_UDP
OCK88792.1	XP_025467204.1	PNP_UDP
OCK88792.1	XP_025474296.1	unk
OCK88792.1	XP_025559833.1	PNP_UDP
OCK88792.1	OWW33912.1	PNP_UDP
OCK88792.1	CEL01011.1	PNP_UDP
OCK88792.1	SPB49194.1	PNP_UDP
OCK88792.1	OWY54109.1	PNP_UDP
OCK88792.1	PWO13842.1	PNP_UDP
OCK88792.1	PWO20497.1	unk
OCK88792.1	PZC90497.1	unk
OCK88792.1	PZC93225.1	unk
OCK88792.1	PZC95783.1	unk
OCK88792.1	PZD24293.1	unk
OCK88792.1	PZD39325.1	unk
OCK88792.1	OXN12508.1	PNP_UDP
OCK88792.1	OXN20250.1	PNP_UDP
OCK88792.1	OXN20928.1	PNP_UDP
OCK88792.1	PCD20300.1	PNP_UDP
OCK88792.1	PCD21195.1	PNP_UDP
OCK88792.1	PCG88332.1	unk
OCK88792.1	PCG89050.1	unk
OCK88792.1	PCG91287.1	PNP_UDP
OCK88792.1	PCG97775.1	unk
OCK88792.1	PCH01660.1	PNP_UDP
OCK88792.1	RAO70966.1	PNP_UDP
OCK88792.1	PGG95862.1	unk
OCK88792.1	KIM95519.1	PNP_UDP
OCK88792.1	XP_007800595.1	PNP_UDP
OCK88792.1	PGG97954.1	PNP_UDP
OCK88792.1	KLJ12312.1	PNP_UDP
OCK88792.1	PGG99156.1	unk
OCK88792.1	PGH01089.1	PNP_UDP
OCK88792.1	PQE26803.1	unk
OCK88792.1	PGH07641.1	PNP_UDP
OCK88792.1	PGH16299.1	PNP_UDP
OCK88792.1	PGH34412.1	unk
OCK88792.1	PGH34610.1	PNP_UDP
OCK88792.1	EER38585.1	PNP_UDP
OCK88792.1	PGH34749.1	PNP_UDP
OCK88792.1	KKZ68560.1	PNP_UDP
OCK88792.1	PGH35704.1	PNP_UDP
OCK88792.1	KKZ64479.1	PNP_UDP
OCK88792.1	PHH78561.1	PNP_UDP
OCK88792.1	PIG69509.1	unk
OCK88792.1	PIG85597.1	PNP_UDP
OCK88792.1	KOC12195.1	PNP_UDP
OCK88792.1	RAQ66144.1	PNP_UDP
OCK88792.1	XP_022390970.1	PNP_UDP
OCK88792.1	PIG85740.1	unk
OCK88792.1	PIG87040.1	ATP-SYNT_C ATP-SYNT_C
OCK88792.1	PIG87362.1	DUF1918 PNP_UDP
OCK88792.1	EIT81823.1	PNP_UDP
OCK88792.1	KJK65223.1	PNP_UDP
OCK88792.1	KOC11492.1	PNP_UDP
OCK88792.1	OOO10051.1	PNP_UDP
OCK88792.1	RAQ42350.1	PNP_UDP
OCK88792.1	PKK46687.1	PNP_UDP
OCK88792.1	PKK48527.1	unk
OCK88792.1	PLN78803.1	PNP_UDP
OCK88792.1	XP_024675734.1	PNP_UDP
OCK88792.1	XP_024693130.1	PNP_UDP
OCK88792.1	PLN79522.1	unk
OCK88792.1	PLN80586.1	PNP_UDP
OCK88792.1	PLN86801.1	unk
OCK88792.1	PMB66326.1	PNP_UDP
OCK88792.1	XP_008603015.1	unk
OCK88792.1	PMD43055.1	PNP_UDP
OCK88792.1	CZR68764.1	unk
OCK88792.1	PMD46024.1	PNP_UDP
OCK88792.1	PNH34990.1	PNP_UDP
OCK88792.1	CRK15991.1	PNP_UDP
OCK88792.1	PNH48857.1	unk
OCK88792.1	PNH61416.1	unk
OCK88792.1	XP_009652804.1	PNP_UDP
OCK88792.1	PNP42312.1	unk
OCK88792.1	PNP56936.1	unk
OCK88792.1	PNP57730.1	unk
OCK88792.1	PNS18672.1	PNP_UDP
OCK88792.1	PNS19284.1	PNP_UDP
OCK88792.1	PNS21069.1	PNP_UDP
OCK88792.1	PQE23195.1	PNP_UDP
OCK88792.1	EEH03978.1	PNP_UDP
OCK88792.1	KIM96568.1	PNP_UDP
OCK88792.1	OJD10037.1	PNP_UDP
OCK88792.1	PQE28703.1	PNP_UDP
OCK88792.1	PQE22429.1	unk
OCK88792.1	PQE30100.1	unk
OCK88792.1	PQE05542.1	unk
OCK88792.1	PSK36098.1	PNP_UDP
OCK88792.1	PSK36198.1	PNP_UDP
OCK88792.1	PSK41866.1	unk
OCK88792.1	PSK53119.1	PNP_UDP
OCK88792.1	PTB73794.1	unk
OCK88792.1	PTB81379.1	unk
OCK88792.1	PVH69381.1	unk
OCK88792.1	PVH94219.1	unk
OCK88792.1	PVH98812.1	unk
OCK88792.1	PYH89128.1	PNP_UDP
OCK88792.1	PYH90847.1	PNP_UDP
OCK88792.1	PYI12403.1	PNP_UDP
OCK88792.1	PYI16398.1	PNP_UDP
OCK88792.1	PYI25984.1	PNP_UDP
OCK88792.1	XP_025505692.1	PNP_UDP
OCK88792.1	XP_025530444.1	PNP_UDP
OCK88792.1	RAO69055.1	PNP_UDP
OCK88792.1	RAO71994.1	PNP_UDP
OCK88792.1	RAQ55707.1	unk
OCK88792.1	RAR01591.1	PNP_UDP
OCK88792.1	KUM57952.1	unk
OCK88792.1	CRG88699.1	unk
OCK88792.1	CRL29920.1	unk
OCK88792.1	EDP52187.1	unk
OCK88792.1	GAO83048.1	unk
OCK88792.1	KDN63349.1	unk
OCK88792.1	KEY81847.1	unk
OCK88792.1	KGQ07153.1	PNP_UDP
OCK88792.1	KMK62930.1	PNP_UDP
OCK88792.1	KOS47847.1	PNP_UDP
OCK88792.1	KUM64737.1	unk
OCK88792.1	KXH54068.1	PNP_UDP
OCK88792.1	KZL65034.1	unk
OCK88792.1	KZL70068.1	unk
OCK88792.1	KZL79495.1	unk
OCK88792.1	OHW91055.1	unk
OCK88792.1	OHW93509.1	unk
OCK88792.1	OQD61690.1	unk
OCK88792.1	OQD99022.1	unk
OCK88792.1	OXN04834.1	unk
OCK88792.1	POR33893.1	PNP_UDP
OCK88792.1	PQK17132.1	PNP_UDP
OCK88792.1	RFU78063.1	PNP_UDP
OCK88792.1	XP_001259221.1	unk
OCK88792.1	XP_001481522.1	unk
